SaleID,CustomerID,ProductID,SaleDate,Quantity,TotalAmount,PaymentMethod
614,7,1,2023-11-30,2,2738.4,credit
615,99,18,2024-06-04,5,2280.0,debit
616,45,15,2024-06-22,5,9967.5,debit
617,45,10,2023-09-30,4,6641.2,credit
618,69,40,2024-01-09,4,951.6,debit
619,64,7,2024-07-11,5,1217.5,credit
620,5,48,2024-08-05,3,2019.3,debit
621,98,46,2023-10-04,4,234.4,cash
622,95,4,2024-06-21,4,1740.0,debit
623,93,4,2024-01-27,5,2175.0,cash
624,77,20,2024-06-09,1,1506.1,cash
625,75,44,2024-06-15,5,6329.0,cash
626,21,34,2024-01-01,4,1534.8,debit
627,72,13,2024-04-07,3,3727.2,debit
628,30,1,2024-02-28,1,1369.2,cash
629,43,44,2023-11-10,4,5063.2,debit
630,72,30,2024-08-15,3,1272.9,debit
631,75,47,2023-10-12,4,1981.2,cash
632,22,39,2024-06-18,2,2263.4,cash
633,40,3,2023-09-25,3,381.0,cash
634,58,12,2024-06-21,5,6188.5,debit
635,95,29,2024-06-26,5,9446.5,debit
636,94,12,2023-09-07,1,1237.7,debit
637,94,8,2023-09-11,1,817.6,debit
638,39,44,2023-11-07,1,1265.8,debit
639,21,10,2023-10-14,3,4980.9,debit
640,56,23,2024-08-25,3,182.7,credit
641,32,1,2023-11-09,4,5476.8,cash
642,22,26,2024-07-13,3,2808.9,debit
643,57,29,2024-05-03,4,7557.2,credit
644,29,50,2024-07-29,4,2965.2,debit
645,93,24,2023-10-07,3,202.2,debit
646,41,11,2024-03-29,1,1806.3,credit
647,64,46,2024-08-24,4,234.4,cash
648,33,34,2024-04-17,1,383.7,debit
649,58,9,2024-02-14,1,1938.4,credit
650,95,50,2024-06-27,1,741.3,debit
651,94,35,2024-08-01,2,924.8,credit
652,36,18,2024-08-14,1,456.0,credit
653,21,2,2023-11-16,1,452.0,cash
654,87,18,2024-07-26,1,456.0,cash
655,17,38,2023-11-15,4,7375.6,cash
656,24,42,2023-12-15,2,992.8,credit
657,45,28,2024-04-15,5,2279.0,cash
658,90,5,2023-09-25,4,2046.8,cash
659,40,13,2023-12-08,2,2484.8,credit
660,99,16,2024-01-26,4,2112.8,debit
661,12,8,2023-09-11,5,4088.0,debit
662,93,17,2024-07-16,4,1467.6,cash
663,83,27,2023-10-27,4,385.6,credit
664,78,17,2024-08-15,1,366.9,debit
665,30,8,2023-12-01,4,3270.4,credit
666,86,47,2023-12-04,4,1981.2,debit
667,2,16,2024-05-18,1,528.2,credit
668,17,9,2024-01-16,5,9692.0,debit
669,91,8,2024-06-17,1,817.6,debit
670,33,33,2024-05-27,5,7795.5,cash
671,34,1,2024-01-12,2,2738.4,credit
672,19,33,2024-06-07,3,4677.3,credit
673,50,21,2024-02-12,2,446.0,cash
674,68,50,2024-06-04,1,741.3,credit
675,21,8,2024-07-04,3,2452.8,debit
676,80,27,2023-10-10,2,192.8,debit
677,18,39,2024-06-16,3,3395.1,credit
678,90,42,2023-11-21,5,2482.0,credit
679,5,27,2024-03-02,5,482.0,debit
680,30,47,2024-04-05,2,990.6,credit
681,83,2,2023-09-19,2,904.0,credit
682,16,32,2023-10-27,1,1987.9,credit
683,98,30,2024-04-22,2,848.6,cash
684,31,16,2023-10-14,2,1056.4,credit
685,59,11,2024-01-11,2,3612.6,cash
686,76,48,2024-04-13,2,1346.2,debit
687,48,28,2023-09-18,2,911.6,credit
688,53,35,2024-05-10,2,924.8,debit
689,4,12,2023-10-19,2,2475.4,debit
690,65,20,2024-07-13,4,6024.4,credit
691,22,30,2024-06-22,2,848.6,cash
692,9,24,2023-11-25,4,269.6,cash
693,20,26,2023-09-16,2,1872.6,credit
694,67,50,2024-04-29,3,2223.9,credit
695,74,47,2024-06-26,2,990.6,debit
696,28,18,2023-12-27,2,912.0,credit
697,31,34,2024-07-14,4,1534.8,debit
698,26,41,2024-06-22,2,1599.6,debit
699,46,34,2024-01-28,2,767.4,debit
700,94,45,2024-04-09,5,6883.0,debit
701,62,13,2023-10-13,4,4969.6,cash
702,89,9,2024-08-25,3,5815.2,cash
703,16,37,2024-05-09,5,12185.0,credit
704,8,31,2024-05-10,3,351.3,debit
705,20,23,2023-12-21,3,182.7,cash
706,63,40,2024-05-18,5,1189.5,debit
707,36,44,2024-06-15,2,2531.6,cash
708,94,19,2024-03-09,3,4253.7,credit
709,94,35,2024-02-09,3,1387.2,credit
710,53,25,2024-02-24,2,719.8,cash
711,82,13,2023-12-31,4,4969.6,debit
712,27,46,2024-08-22,1,58.6,debit
713,97,30,2024-03-14,4,1697.2,cash
714,48,11,2024-01-19,2,3612.6,debit
715,24,46,2023-11-30,1,58.6,debit
716,21,44,2023-12-29,3,3797.4,debit
717,49,11,2024-02-12,2,3612.6,debit
718,93,9,2024-04-02,2,3876.8,credit
719,79,46,2024-07-28,3,175.8,credit
720,92,24,2023-10-22,1,67.4,debit
721,27,7,2024-04-20,3,730.5,cash
722,2,22,2024-03-27,4,5434.0,debit
723,66,3,2024-06-27,3,381.0,cash
724,72,4,2023-11-13,1,435.0,debit
725,84,22,2024-03-29,1,1358.5,debit
726,54,43,2023-12-30,4,2671.6,credit
727,38,36,2023-12-29,2,1582.0,debit
728,18,17,2024-02-02,2,733.8,credit
729,40,40,2024-05-12,3,713.7,debit
730,12,24,2024-01-20,2,134.8,debit
731,76,20,2023-10-02,5,7530.5,credit
732,43,6,2024-01-02,1,250.0,credit
733,13,30,2023-11-14,1,424.3,cash
734,98,8,2024-04-05,5,4088.0,cash
735,48,33,2024-04-05,5,7795.5,debit
736,79,23,2024-06-02,5,304.5,cash
737,29,4,2023-10-01,3,1305.0,debit
738,85,43,2024-06-26,1,667.9,cash
739,16,42,2024-07-15,3,1489.2,cash
740,51,20,2023-12-04,5,7530.5,credit
741,40,31,2024-06-16,5,585.5,debit
742,99,17,2024-01-10,4,1467.6,cash
743,79,4,2024-03-20,1,435.0,cash
744,89,21,2024-06-06,5,1115.0,debit
745,17,25,2024-08-30,1,359.9,debit
746,51,12,2023-09-13,1,1237.7,cash
747,82,25,2024-04-26,1,359.9,credit
748,24,13,2024-08-16,4,4969.6,debit
749,93,49,2023-10-20,5,2541.5,cash
750,6,2,2024-05-02,1,452.0,debit
751,28,28,2024-01-12,3,1367.4,credit
752,89,41,2023-12-01,5,3999.0,credit
753,44,6,2024-02-12,4,1000.0,cash
754,6,46,2023-11-30,5,293.0,debit
755,7,42,2024-04-06,5,2482.0,debit
756,11,8,2023-12-16,5,4088.0,debit
757,46,10,2024-05-30,2,3320.6,cash
758,39,40,2024-07-02,3,713.7,cash
759,2,40,2024-02-28,2,475.8,debit
760,92,43,2024-05-19,2,1335.8,debit
761,47,28,2024-01-23,3,1367.4,credit
762,94,35,2023-12-07,5,2312.0,cash
763,6,20,2023-11-10,5,7530.5,debit
764,1,43,2024-02-21,2,1335.8,credit
765,28,2,2024-01-09,5,2260.0,cash
766,12,17,2024-05-17,5,1834.5,credit
767,46,38,2024-08-21,3,5531.7,debit
768,84,3,2024-06-11,4,508.0,debit
769,58,36,2024-03-30,4,3164.0,debit
770,78,34,2024-07-25,2,767.4,credit
771,88,43,2024-01-15,1,667.9,cash
772,43,36,2024-03-13,3,2373.0,credit
773,61,49,2023-12-12,3,1524.9,debit
774,54,26,2023-11-05,5,4681.5,debit
775,35,33,2023-12-10,3,4677.3,credit
776,90,5,2023-12-13,1,511.7,cash
777,8,32,2024-02-01,1,1987.9,debit
778,66,10,2024-04-28,4,6641.2,credit
779,15,18,2023-10-09,2,912.0,credit
780,53,35,2024-05-20,2,924.8,debit
781,16,7,2023-09-14,1,243.5,cash
782,76,3,2023-12-20,3,381.0,cash
783,75,37,2023-12-10,2,4874.0,credit
784,3,4,2023-09-13,5,2175.0,debit
785,17,29,2024-07-22,5,9446.5,debit
786,90,40,2023-11-09,5,1189.5,cash
787,8,1,2024-01-14,1,1369.2,credit
788,46,1,2024-03-07,3,4107.6,credit
789,66,6,2024-08-05,5,1250.0,credit
790,67,25,2024-05-11,3,1079.7,credit
791,71,24,2024-08-24,4,269.6,cash
792,26,43,2024-02-22,1,667.9,cash
793,8,14,2024-06-28,5,2413.0,debit
794,77,7,2024-08-04,1,243.5,credit
795,69,21,2023-10-12,3,669.0,cash
796,27,16,2024-01-22,4,2112.8,cash
797,37,46,2023-09-12,3,175.8,cash
798,63,45,2024-07-31,5,6883.0,credit
799,62,41,2023-12-21,1,799.8,cash
800,78,39,2023-09-04,3,3395.1,credit
801,91,26,2023-09-24,5,4681.5,credit
802,34,9,2024-06-27,5,9692.0,credit
803,21,33,2023-10-18,4,6236.4,cash
804,19,31,2024-04-07,4,468.4,debit
805,47,19,2024-07-03,2,2835.8,cash
806,96,12,2024-03-22,5,6188.5,debit
807,46,25,2024-05-14,3,1079.7,credit
808,6,45,2024-07-24,5,6883.0,debit
809,14,22,2024-01-21,3,4075.5,debit
810,49,27,2023-09-03,3,289.2,cash
811,83,48,2024-03-15,4,2692.4,cash
812,42,7,2023-10-20,4,974.0,credit
813,38,40,2024-08-08,1,237.9,cash
814,17,42,2023-12-02,3,1489.2,debit
815,16,12,2023-10-05,1,1237.7,debit
816,85,27,2023-12-08,3,289.2,credit
817,61,10,2023-10-13,3,4980.9,credit
818,6,11,2024-02-17,1,1806.3,debit
819,75,42,2023-11-24,3,1489.2,debit
820,94,48,2024-04-27,4,2692.4,cash
821,57,2,2024-07-30,4,1808.0,cash
822,35,40,2024-04-28,3,713.7,cash
823,40,7,2023-12-18,5,1217.5,credit
824,99,38,2024-01-28,3,5531.7,debit
825,27,33,2023-10-28,3,4677.3,credit
826,87,37,2024-01-15,3,7311.0,credit
827,26,50,2024-04-29,3,2223.9,credit
828,29,33,2024-07-29,3,4677.3,debit
829,46,12,2023-09-10,1,1237.7,debit
830,18,2,2024-02-21,4,1808.0,cash
831,66,41,2024-08-29,5,3999.0,credit
832,11,5,2024-03-31,5,2558.5,debit
833,62,40,2023-10-13,4,951.6,credit
834,14,40,2023-10-24,1,237.9,debit
835,90,42,2024-01-03,3,1489.2,debit
836,16,30,2024-06-08,5,2121.5,cash
837,62,28,2023-11-05,2,911.6,credit
838,43,13,2024-08-15,5,6212.0,credit
839,26,33,2024-05-03,3,4677.3,credit
840,67,49,2023-10-31,1,508.3,debit
841,14,47,2024-06-23,4,1981.2,debit
842,16,41,2023-11-02,4,3199.2,cash
843,96,7,2024-05-15,5,1217.5,cash
844,78,10,2024-01-21,1,1660.3,cash
845,14,40,2023-10-10,2,475.8,credit
846,83,34,2024-05-12,5,1918.5,cash
847,38,42,2024-03-29,5,2482.0,cash
848,76,25,2024-03-04,5,1799.5,cash
849,86,16,2024-05-20,4,2112.8,cash
850,66,13,2024-02-22,2,2484.8,cash
851,91,13,2024-07-14,4,4969.6,debit
852,82,48,2023-10-31,2,1346.2,credit
853,96,33,2024-01-19,3,4677.3,debit
854,52,32,2024-02-15,2,3975.8,cash
855,43,20,2024-06-25,2,3012.2,debit
856,31,30,2024-07-29,3,1272.9,debit
857,93,27,2023-10-25,4,385.6,debit
858,13,10,2024-02-27,5,8301.5,cash
859,2,44,2023-09-11,3,3797.4,cash
860,90,47,2024-06-06,2,990.6,debit
861,45,48,2023-11-01,1,673.1,debit
862,78,37,2023-10-03,5,12185.0,credit
863,76,40,2024-08-10,1,237.9,cash
864,21,9,2023-09-25,1,1938.4,cash
865,84,10,2024-01-13,2,3320.6,cash
866,20,30,2023-12-19,2,848.6,cash
867,77,46,2024-04-23,2,117.2,debit
868,100,11,2023-12-16,5,9031.5,debit
869,49,43,2024-02-03,4,2671.6,cash
870,2,21,2023-11-05,1,223.0,credit
871,40,19,2023-09-10,2,2835.8,credit
872,84,43,2023-09-19,2,1335.8,debit
873,8,36,2024-05-17,1,791.0,credit
874,31,49,2024-03-08,1,508.3,credit
875,63,23,2024-06-16,3,182.7,debit
876,95,31,2023-10-08,1,117.1,debit
877,27,19,2024-04-27,5,7089.5,credit
878,72,34,2024-06-24,2,767.4,credit
879,43,27,2023-10-15,5,482.0,cash
880,88,40,2024-01-09,5,1189.5,credit
881,5,6,2023-10-16,1,250.0,credit
882,22,21,2023-12-14,2,446.0,cash
883,78,36,2024-06-11,4,3164.0,cash
884,92,28,2023-10-17,3,1367.4,debit
885,69,20,2023-09-26,2,3012.2,cash
886,22,28,2023-11-16,1,455.8,credit
887,38,43,2024-06-21,2,1335.8,debit
888,10,1,2023-10-29,5,6846.0,debit
889,31,47,2024-06-10,5,2476.5,credit
890,18,45,2023-09-17,3,4129.8,debit
891,3,21,2024-01-09,5,1115.0,credit
892,34,49,2023-12-20,2,1016.6,debit
893,35,2,2024-05-17,1,452.0,credit
894,76,35,2024-03-27,5,2312.0,credit
895,84,49,2024-01-04,5,2541.5,debit
896,98,19,2024-08-08,2,2835.8,debit
897,25,35,2024-06-08,2,924.8,cash
898,17,34,2023-11-25,3,1151.1,debit
899,59,44,2024-05-28,3,3797.4,debit
900,21,26,2024-05-08,1,936.3,cash
901,43,29,2024-03-11,2,3778.6,cash
902,8,49,2024-06-26,2,1016.6,debit
903,87,6,2023-11-08,2,500.0,cash
904,100,22,2023-10-10,3,4075.5,credit
905,69,16,2024-06-08,5,2641.0,cash
906,4,28,2024-03-29,5,2279.0,debit
907,18,4,2024-01-17,4,1740.0,cash
908,77,50,2023-12-27,2,1482.6,credit
909,76,17,2024-06-03,5,1834.5,debit
910,44,20,2023-10-14,5,7530.5,cash
911,69,46,2024-06-05,4,234.4,credit
912,26,36,2023-11-14,1,791.0,debit
913,87,49,2024-02-22,4,2033.2,credit
914,67,20,2024-01-17,2,3012.2,debit
915,70,28,2023-12-31,1,455.8,cash
916,97,49,2024-07-07,4,2033.2,cash
917,23,22,2024-07-24,1,1358.5,cash
918,39,31,2024-08-11,4,468.4,debit
919,84,23,2024-03-19,3,182.7,cash
920,2,22,2023-09-21,3,4075.5,debit
921,10,21,2024-02-01,1,223.0,debit
922,46,36,2024-05-22,4,3164.0,cash
923,26,38,2024-04-03,2,3687.8,credit
924,20,8,2024-07-27,5,4088.0,debit
925,35,25,2023-10-14,4,1439.6,credit
926,64,40,2024-07-06,4,951.6,credit
927,31,32,2024-07-16,2,3975.8,debit
928,100,3,2023-10-11,4,508.0,debit
929,94,34,2024-04-24,3,1151.1,debit
930,32,19,2024-03-23,5,7089.5,debit
931,4,41,2023-12-09,3,2399.4,credit
932,99,27,2024-05-09,3,289.2,debit
933,80,28,2024-08-22,5,2279.0,credit
934,80,21,2024-01-21,3,669.0,credit
935,28,26,2023-09-21,3,2808.9,cash
936,48,33,2024-02-13,2,3118.2,cash
937,60,22,2024-07-29,1,1358.5,debit
938,100,25,2024-03-11,3,1079.7,debit
939,41,31,2024-08-10,4,468.4,debit
940,22,13,2024-04-03,5,6212.0,debit
941,23,31,2024-02-08,3,351.3,debit
942,49,11,2024-01-01,4,7225.2,credit
943,80,20,2024-02-04,3,4518.3,debit
944,54,20,2023-11-25,5,7530.5,cash
945,43,5,2024-07-23,3,1535.1,debit
946,3,41,2023-10-24,1,799.8,debit
947,98,16,2023-09-13,3,1584.6,credit
948,57,20,2024-04-07,4,6024.4,debit
949,11,16,2023-11-04,5,2641.0,cash
950,70,25,2023-10-18,4,1439.6,debit
951,22,9,2024-07-20,1,1938.4,debit
952,8,13,2024-08-23,1,1242.4,debit
953,23,20,2024-04-24,5,7530.5,debit
954,56,5,2023-09-25,2,1023.4,debit
955,21,6,2024-06-23,2,500.0,credit
956,82,37,2024-05-31,3,7311.0,debit
957,87,6,2024-05-22,2,500.0,cash
958,27,16,2023-11-24,3,1584.6,credit
959,96,44,2024-06-20,2,2531.6,credit
960,55,35,2024-02-05,3,1387.2,credit
961,62,8,2024-04-13,3,2452.8,credit
962,13,18,2023-11-02,3,1368.0,cash
963,37,16,2024-01-30,2,1056.4,cash
964,8,29,2024-02-02,1,1889.3,cash
965,75,48,2024-03-27,2,1346.2,cash
966,100,43,2024-01-13,5,3339.5,cash
967,94,24,2023-10-28,4,269.6,credit
968,51,31,2024-02-10,3,351.3,credit
969,44,50,2024-07-20,1,741.3,debit
970,60,48,2024-04-07,3,2019.3,debit
971,50,47,2023-09-19,3,1485.9,cash
972,91,45,2024-06-10,1,1376.6,credit
973,97,20,2024-01-04,2,3012.2,debit
974,30,44,2023-09-11,5,6329.0,debit
975,43,14,2024-03-15,5,2413.0,credit
976,38,6,2024-01-03,2,500.0,credit
977,52,3,2023-10-25,3,381.0,credit
978,16,23,2024-04-06,4,243.6,debit
979,27,37,2023-12-17,4,9748.0,debit
980,12,24,2024-05-10,2,134.8,debit
981,33,7,2024-06-06,2,487.0,debit
982,79,22,2024-04-16,4,5434.0,debit
983,89,47,2024-05-03,4,1981.2,cash
984,96,27,2023-09-18,5,482.0,debit
985,63,15,2024-08-05,3,5980.5,cash
986,5,19,2024-06-24,3,4253.7,debit
987,79,39,2023-11-19,2,2263.4,debit
988,95,33,2024-04-18,4,6236.4,cash
989,17,11,2024-04-22,5,9031.5,debit
990,59,17,2024-05-20,5,1834.5,credit
991,6,28,2024-01-21,2,911.6,credit
992,94,48,2024-01-17,2,1346.2,credit
993,33,23,2024-03-10,1,60.9,cash
994,90,20,2024-02-10,2,3012.2,credit
995,16,46,2024-03-27,1,58.6,debit
996,96,30,2024-03-11,3,1272.9,credit
997,38,39,2023-09-26,1,1131.7,credit
998,65,42,2024-02-24,4,1985.6,credit
999,15,13,2023-09-26,1,1242.4,debit
1000,76,29,2024-05-20,3,5667.9,cash
